new_clipi-j,event_order,id,score,event_type
clip40-31,40,4,0.136,none
clip40-32,40,4,0.036,none
clip40-1,40,5,0.136,none
clip40-2,40,5,0.136,none
clip40-3,40,5,0.136,none
clip40-4,40,5,0.162,none
clip40-5,40,5,0.036,none
clip40-6,40,5,0.136,none
clip40-7,40,5,0.136,none
clip40-8,40,5,0.136,none
clip40-9,40,5,0.136,none
clip40-10,40,5,0.036,none
clip40-11,40,5,0.036,none
clip40-12,40,5,0.136,none
clip40-13,40,5,0.175,none
clip40-14,40,5,0.136,none
clip40-15,40,5,0.136,none
clip40-16,40,5,0.136,none
clip40-17,40,5,0.136,none
clip40-18,40,5,0.136,none
clip40-19,40,5,0.136,none
clip40-20,40,5,0.136,none
clip40-21,40,5,0.136,none
clip40-22,40,5,0.136,none
clip40-23,40,5,0.136,none
clip40-24,40,5,0.136,none
clip40-25,40,5,0.136,none
clip40-26,40,5,0.136,none
clip40-27,40,5,0.136,none
clip40-28,40,5,0.136,none
clip40-29,40,5,0.136,none
clip40-30,40,5,0.225,none
clip40-31,40,5,0.136,none
clip40-32,40,5,0.136,none
clip41-1,41,0,0.543,single_activity
clip41-2,41,0,0.036,single_activity
clip41-3,41,0,0.437,single_activity
clip41-4,41,0,0.211,single_activity
clip41-5,41,0,0.457,single_activity
clip41-6,41,0,0.2,single_activity
clip41-7,41,0,0.175,single_activity
clip41-8,41,0,0.318,single_activity
clip41-9,41,0,0.036,single_activity
clip41-10,41,0,0.179,single_activity
clip41-11,41,0,0.16,single_activity
clip41-12,41,0,0.448,single_activity
clip41-13,41,0,0.314,single_activity
clip41-14,41,0,0.382,single_activity
clip41-15,41,0,0.533,single_activity
clip41-16,41,0,0.036,single_activity
clip41-17,41,0,0.288,single_activity
clip41-18,41,0,0.194,single_activity
clip41-19,41,0,0.16,single_activity
clip41-20,41,0,0.036,single_activity
clip41-21,41,0,0.036,single_activity
clip41-22,41,0,0.136,single_activity
clip41-23,41,0,0.312,single_activity
clip41-24,41,0,0.289,single_activity
clip41-25,41,0,0.288,single_activity
clip41-26,41,0,0.136,single_activity
clip41-27,41,0,0.372,single_activity
clip41-28,41,0,0.036,single_activity
clip41-29,41,0,0.296,single_activity
clip41-30,41,0,0.036,single_activity
clip41-31,41,0,0.036,single_activity
clip41-32,41,0,0.136,single_activity
clip41-33,41,0,0.136,single_activity
clip41-34,41,0,0.508,single_activity
clip41-35,41,0,0.433,single_activity
clip41-36,41,0,0.036,single_activity
clip41-37,41,0,0.298,single_activity
clip41-38,41,0,0.426,single_activity
clip41-39,41,0,0.424,single_activity
clip41-1,41,1,0.303,single_activity
clip41-2,41,1,0.136,single_activity
clip41-3,41,1,0.303,single_activity
clip41-4,41,1,0.136,single_activity
clip41-5,41,1,0.136,single_activity
clip41-6,41,1,0.136,single_activity
clip41-7,41,1,0.136,single_activity
clip41-8,41,1,0.214,single_activity
clip41-9,41,1,0.136,single_activity
clip41-10,41,1,0.136,single_activity
clip41-11,41,1,0.136,single_activity
clip41-12,41,1,0.136,single_activity
clip41-13,41,1,0.036,single_activity
clip41-14,41,1,0.136,single_activity
clip41-15,41,1,0.214,single_activity
clip41-16,41,1,0.036,single_activity
clip41-17,41,1,0.036,single_activity
clip41-18,41,1,0.036,single_activity
clip41-19,41,1,0.036,single_activity
clip41-20,41,1,0.305,single_activity
clip41-21,41,1,0.24,single_activity
clip41-22,41,1,0.28,single_activity
clip41-23,41,1,0.136,single_activity
clip41-24,41,1,0.036,single_activity
clip41-25,41,1,0.036,single_activity
clip41-26,41,1,0.136,single_activity
clip41-27,41,1,0.036,single_activity
clip41-28,41,1,0.036,single_activity
clip41-29,41,1,0.036,single_activity
clip41-30,41,1,0.036,single_activity
clip41-31,41,1,0.036,single_activity
clip41-32,41,1,0.136,single_activity
clip41-33,41,1,0.136,single_activity
clip41-34,41,1,0.225,single_activity
clip41-35,41,1,0.136,single_activity
clip41-36,41,1,0.136,single_activity
clip41-37,41,1,0.036,single_activity
clip41-38,41,1,0.136,single_activity
clip41-39,41,1,0.136,single_activity
clip41-1,41,2,0.136,single_activity
clip41-2,41,2,0.136,single_activity
clip41-3,41,2,0.136,single_activity
clip41-4,41,2,0.136,single_activity
clip41-5,41,2,0.136,single_activity
clip41-6,41,2,0.136,single_activity
clip41-7,41,2,0.136,single_activity
clip41-8,41,2,0.136,single_activity
clip41-9,41,2,0.136,single_activity
clip41-10,41,2,0.136,single_activity
clip41-11,41,2,0.036,single_activity
clip41-12,41,2,0.225,single_activity
clip41-13,41,2,0.136,single_activity
clip41-14,41,2,0.136,single_activity
clip41-15,41,2,0.225,single_activity
clip41-16,41,2,0.036,single_activity
clip41-17,41,2,0.036,single_activity
clip41-18,41,2,0.036,single_activity
clip41-19,41,2,0.036,single_activity
clip41-20,41,2,0.036,single_activity
clip41-21,41,2,0.136,single_activity
clip41-22,41,2,0.136,single_activity
clip41-23,41,2,0.036,single_activity
clip41-24,41,2,0.136,single_activity
clip41-25,41,2,0.136,single_activity
clip41-26,41,2,0.136,single_activity
clip41-27,41,2,0.136,single_activity
clip41-28,41,2,0.136,single_activity
clip41-29,41,2,0.136,single_activity
clip41-30,41,2,0.036,single_activity
clip41-31,41,2,0.036,single_activity
clip41-32,41,2,0.136,single_activity
clip41-33,41,2,0.136,single_activity
clip41-34,41,2,0.136,single_activity
clip41-35,41,2,0.136,single_activity
clip41-36,41,2,0.036,single_activity
clip41-37,41,2,0.036,single_activity
clip41-38,41,2,0.136,single_activity
clip41-39,41,2,0.303,single_activity
clip41-1,41,3,0.225,single_activity
clip41-2,41,3,0.19,single_activity
clip41-3,41,3,0.136,single_activity
clip41-4,41,3,0.136,single_activity
clip41-5,41,3,0.136,single_activity
clip41-6,41,3,0.036,single_activity
clip41-7,41,3,0.036,single_activity
clip41-8,41,3,0.036,single_activity
clip41-9,41,3,0.172,single_activity
clip41-10,41,3,0.036,single_activity
clip41-11,41,3,0.036,single_activity
clip41-12,41,3,0.225,single_activity
clip41-13,41,3,0.136,single_activity
clip41-14,41,3,0.136,single_activity
clip41-15,41,3,0.136,single_activity
clip41-16,41,3,0.286,single_activity
clip41-17,41,3,0.036,single_activity
clip41-18,41,3,0.136,single_activity
clip41-19,41,3,0.036,single_activity
clip41-20,41,3,0.036,single_activity
clip41-21,41,3,0.036,single_activity
clip41-22,41,3,0.036,single_activity
clip41-23,41,3,0.136,single_activity
clip41-24,41,3,0.036,single_activity
clip41-25,41,3,0.136,single_activity
clip41-26,41,3,0.297,single_activity
clip41-27,41,3,0.225,single_activity
clip41-28,41,3,0.115,single_activity
clip41-29,41,3,0.115,single_activity
clip41-30,41,3,0.146,single_activity
clip41-31,41,3,0.189,single_activity
clip41-32,41,3,0.488,single_activity
clip41-33,41,3,0.255,single_activity
clip41-34,41,3,0.225,single_activity
clip41-35,41,3,0.136,single_activity
clip41-36,41,3,0.194,single_activity
clip41-37,41,3,0.036,single_activity
clip41-38,41,3,0.225,single_activity
clip41-39,41,3,0.136,single_activity
clip41-1,41,4,0.225,single_activity
clip41-2,41,4,0.214,single_activity
clip41-3,41,4,0.303,single_activity
clip41-4,41,4,0.225,single_activity
clip41-5,41,4,0.136,single_activity
clip41-6,41,4,0.136,single_activity
clip41-7,41,4,0.136,single_activity
clip41-8,41,4,0.136,single_activity
clip41-9,41,4,0.036,single_activity
clip41-10,41,4,0.136,single_activity
clip41-11,41,4,0.136,single_activity
clip41-12,41,4,0.136,single_activity
clip41-13,41,4,0.036,single_activity
clip41-14,41,4,0.036,single_activity
clip41-15,41,4,0.136,single_activity
clip41-16,41,4,0.136,single_activity
clip41-17,41,4,0.036,single_activity
clip41-18,41,4,0.036,single_activity
clip41-19,41,4,0.036,single_activity
clip41-20,41,4,0.036,single_activity
clip41-21,41,4,0.036,single_activity
clip41-22,41,4,0.036,single_activity
clip41-23,41,4,0.036,single_activity
clip41-24,41,4,0.036,single_activity
clip41-25,41,4,0.036,single_activity
clip41-26,41,4,0.136,single_activity
clip41-27,41,4,0.136,single_activity
clip41-28,41,4,0.136,single_activity
clip41-29,41,4,0.126,single_activity
clip41-30,41,4,0.136,single_activity
clip41-31,41,4,0.136,single_activity
clip41-32,41,4,0.136,single_activity
clip41-33,41,4,0.136,single_activity
clip41-34,41,4,0.225,single_activity
clip41-35,41,4,0.036,single_activity
clip41-36,41,4,0.036,single_activity
clip41-37,41,4,0.036,single_activity
clip41-38,41,4,0.136,single_activity
clip41-39,41,4,0.036,single_activity
clip41-1,41,5,0.136,single_activity
clip41-2,41,5,0.136,single_activity
clip41-3,41,5,0.136,single_activity
clip41-4,41,5,0.136,single_activity
clip41-5,41,5,0.136,single_activity
clip41-6,41,5,0.036,single_activity
clip41-7,41,5,0.136,single_activity
clip41-8,41,5,0.136,single_activity
clip41-9,41,5,0.036,single_activity
clip41-10,41,5,0.036,single_activity
clip41-11,41,5,0.036,single_activity
clip41-12,41,5,0.175,single_activity
clip41-13,41,5,0.075,single_activity
clip41-14,41,5,0.136,single_activity
clip41-15,41,5,0.136,single_activity
clip41-16,41,5,0.136,single_activity
clip41-17,41,5,0.136,single_activity
clip41-18,41,5,0.136,single_activity
clip41-19,41,5,0.036,single_activity
clip41-20,41,5,0.036,single_activity
clip41-21,41,5,0.036,single_activity
clip41-22,41,5,0.036,single_activity
clip41-23,41,5,0.036,single_activity
clip41-24,41,5,0.036,single_activity
clip41-25,41,5,0.036,single_activity
clip41-26,41,5,0.136,single_activity
clip41-27,41,5,0.136,single_activity
clip41-28,41,5,0.036,single_activity
clip41-29,41,5,0.136,single_activity
clip41-30,41,5,0.136,single_activity
clip41-31,41,5,0.136,single_activity
clip41-32,41,5,0.136,single_activity
clip41-33,41,5,0.136,single_activity
clip41-34,41,5,0.136,single_activity
clip41-35,41,5,0.175,single_activity
clip41-36,41,5,0.136,single_activity
clip41-37,41,5,0.036,single_activity
clip41-38,41,5,0.136,single_activity
clip41-39,41,5,0.136,single_activity
clip42-1,42,0,0.489,all_activity
clip42-2,42,0,0.322,all_activity
clip42-3,42,0,0.492,all_activity
clip42-4,42,0,0.29,all_activity
clip42-5,42,0,0.323,all_activity
clip42-6,42,0,0.308,all_activity
clip42-7,42,0,0.258,all_activity
clip42-8,42,0,0.527,all_activity
clip42-9,42,0,0.452,all_activity
clip42-10,42,0,0.413,all_activity
clip42-11,42,0,0.395,all_activity
clip42-12,42,0,0.461,all_activity
clip42-13,42,0,0.319,all_activity
clip42-14,42,0,0.513,all_activity
clip42-15,42,0,0.306,all_activity
clip42-16,42,0,0.313,all_activity
clip42-17,42,0,0.457,all_activity
clip42-18,42,0,0.313,all_activity
clip42-1,42,1,0.136,all_activity
clip42-2,42,1,0.036,all_activity
clip42-3,42,1,0.136,all_activity
clip42-4,42,1,0.136,all_activity
clip42-5,42,1,0.136,all_activity
clip42-6,42,1,0.136,all_activity
clip42-7,42,1,0.136,all_activity
clip42-8,42,1,0.136,all_activity
clip42-9,42,1,0.175,all_activity
clip42-10,42,1,0.303,all_activity
clip42-11,42,1,0.136,all_activity
clip42-12,42,1,0.342,all_activity
clip42-13,42,1,0.075,all_activity
clip42-14,42,1,0.214,all_activity
clip42-15,42,1,0.036,all_activity
clip42-16,42,1,0.136,all_activity
clip42-17,42,1,0.136,all_activity
clip42-18,42,1,0.225,all_activity
clip42-1,42,2,0.214,all_activity
clip42-2,42,2,0.214,all_activity
clip42-3,42,2,0.214,all_activity
clip42-4,42,2,0.214,all_activity
clip42-5,42,2,0.214,all_activity
clip42-6,42,2,0.136,all_activity
clip42-7,42,2,0.136,all_activity
clip42-8,42,2,0.136,all_activity
clip42-9,42,2,0.136,all_activity
clip42-10,42,2,0.136,all_activity
clip42-11,42,2,0.136,all_activity
clip42-12,42,2,0.136,all_activity
clip42-13,42,2,0.214,all_activity
clip42-14,42,2,0.136,all_activity
clip42-15,42,2,0.136,all_activity
clip42-16,42,2,0.136,all_activity
clip42-17,42,2,0.214,all_activity
clip42-18,42,2,0.214,all_activity
clip42-1,42,3,0.225,all_activity
clip42-2,42,3,0.136,all_activity
clip42-3,42,3,0.136,all_activity
clip42-4,42,3,0.214,all_activity
clip42-5,42,3,0.136,all_activity
clip42-6,42,3,0.136,all_activity
clip42-7,42,3,0.136,all_activity
clip42-8,42,3,0.136,all_activity
clip42-9,42,3,0.136,all_activity
clip42-10,42,3,0.136,all_activity
clip42-11,42,3,0.136,all_activity
clip42-12,42,3,0.136,all_activity
clip42-13,42,3,0.136,all_activity
clip42-14,42,3,0.136,all_activity
clip42-15,42,3,0.136,all_activity
clip42-16,42,3,0.264,all_activity
clip42-17,42,3,0.225,all_activity
clip42-18,42,3,0.136,all_activity
clip42-1,42,4,0.136,all_activity
clip42-2,42,4,0.036,all_activity
clip42-3,42,4,0.303,all_activity
clip42-4,42,4,0.136,all_activity
clip42-5,42,4,0.136,all_activity
clip42-6,42,4,0.036,all_activity
clip42-7,42,4,0.136,all_activity
clip42-8,42,4,0.136,all_activity
clip42-9,42,4,0.136,all_activity
clip42-10,42,4,0.214,all_activity
clip42-11,42,4,0.225,all_activity
clip42-12,42,4,0.225,all_activity
clip42-13,42,4,0.036,all_activity
clip42-14,42,4,0.036,all_activity
clip42-15,42,4,0.036,all_activity
clip42-16,42,4,0.036,all_activity
clip42-17,42,4,0.136,all_activity
clip42-18,42,4,0.036,all_activity
clip42-1,42,5,0.136,all_activity
clip42-2,42,5,0.175,all_activity
clip42-3,42,5,0.136,all_activity
clip42-4,42,5,0.136,all_activity
clip42-5,42,5,0.175,all_activity
clip42-6,42,5,0.136,all_activity
clip42-7,42,5,0.214,all_activity
clip42-8,42,5,0.214,all_activity
clip42-9,42,5,0.136,all_activity
clip42-10,42,5,0.136,all_activity
clip42-11,42,5,0.136,all_activity
clip42-12,42,5,0.136,all_activity
clip42-13,42,5,0.136,all_activity
clip42-14,42,5,0.136,all_activity
clip42-15,42,5,0.136,all_activity
clip42-16,42,5,0.136,all_activity
clip42-17,42,5,0.136,all_activity
clip42-18,42,5,0.136,all_activity
clip43-1,43,0,0.46,all_activity
clip43-2,43,0,0.345,all_activity
clip43-3,43,0,0.321,all_activity
clip43-4,43,0,0.371,all_activity
clip43-5,43,0,0.334,all_activity
clip43-6,43,0,0.297,all_activity
clip43-7,43,0,0.136,all_activity
clip43-8,43,0,0.261,all_activity
clip43-9,43,0,0.136,all_activity
clip43-10,43,0,0.036,all_activity
clip43-11,43,0,0.388,all_activity
clip43-12,43,0,0.136,all_activity
clip43-13,43,0,0.036,all_activity
clip43-14,43,0,0.24,all_activity
clip43-15,43,0,0.192,all_activity
clip43-16,43,0,0.136,all_activity
clip43-17,43,0,0.292,all_activity
clip43-18,43,0,0.132,all_activity
clip43-19,43,0,0.036,all_activity
clip43-20,43,0,0.341,all_activity
clip43-21,43,0,0.211,all_activity
clip43-22,43,0,0.036,all_activity
clip43-1,43,1,0.303,all_activity
clip43-2,43,1,0.136,all_activity
clip43-3,43,1,0.225,all_activity
clip43-4,43,1,0.136,all_activity
clip43-5,43,1,0.036,all_activity
clip43-6,43,1,0.136,all_activity
clip43-7,43,1,0.19,all_activity
clip43-8,43,1,0.136,all_activity
clip43-9,43,1,0.323,all_activity
clip43-10,43,1,0.168,all_activity
clip43-11,43,1,0.225,all_activity
clip43-12,43,1,0.225,all_activity
clip43-13,43,1,0.036,all_activity
clip43-14,43,1,0.126,all_activity
clip43-15,43,1,0.136,all_activity
clip43-16,43,1,0.136,all_activity
clip43-17,43,1,0.136,all_activity
clip43-18,43,1,0.036,all_activity
clip43-19,43,1,0.136,all_activity
clip43-20,43,1,0.136,all_activity
clip43-21,43,1,0.136,all_activity
clip43-22,43,1,0.036,all_activity
clip43-1,43,2,0.126,all_activity
clip43-3,43,2,0.136,all_activity
clip43-4,43,2,0.225,all_activity
clip43-5,43,2,0.136,all_activity
clip43-6,43,2,0.036,all_activity
clip43-7,43,2,0.036,all_activity
clip43-8,43,2,0.036,all_activity
clip43-9,43,2,0.036,all_activity
clip43-10,43,2,0.136,all_activity
clip43-11,43,2,0.136,all_activity
clip43-12,43,2,0.356,all_activity
clip43-13,43,2,0.169,all_activity
clip43-14,43,2,0.036,all_activity
clip43-15,43,2,0.036,all_activity
clip43-16,43,2,0.036,all_activity
clip43-17,43,2,0.036,all_activity
clip43-18,43,2,0.036,all_activity
clip43-19,43,2,0.036,all_activity
clip43-20,43,2,0.136,all_activity
clip43-21,43,2,0.136,all_activity
clip43-22,43,2,0.136,all_activity
clip43-1,43,3,0.126,all_activity
clip43-3,43,3,0.036,all_activity
clip43-4,43,3,0.264,all_activity
clip43-5,43,3,0.136,all_activity
clip43-6,43,3,0.136,all_activity
clip43-7,43,3,0.036,all_activity
clip43-8,43,3,0.036,all_activity
clip43-9,43,3,0.036,all_activity
clip43-10,43,3,0.036,all_activity
clip43-11,43,3,0.136,all_activity
clip43-12,43,3,0.136,all_activity
clip43-13,43,3,0.036,all_activity
clip43-14,43,3,0.136,all_activity
clip43-15,43,3,0.036,all_activity
clip43-16,43,3,0.136,all_activity
clip43-17,43,3,0.136,all_activity
clip43-18,43,3,0.036,all_activity
clip43-19,43,3,0.214,all_activity
clip43-20,43,3,0.214,all_activity
clip43-21,43,3,0.136,all_activity
clip43-22,43,3,0.378,all_activity
clip43-1,43,4,0.126,all_activity
clip43-2,43,4,0.126,all_activity
clip43-3,43,4,0.036,all_activity
clip43-4,43,4,0.225,all_activity
clip43-5,43,4,0.036,all_activity
clip43-6,43,4,0.036,all_activity
clip43-7,43,4,0.036,all_activity
clip43-8,43,4,0.126,all_activity
clip43-9,43,4,0.036,all_activity
clip43-10,43,4,0.036,all_activity
clip43-11,43,4,0.036,all_activity
clip43-12,43,4,0.136,all_activity
clip43-13,43,4,0.036,all_activity
clip43-14,43,4,0.136,all_activity
clip43-15,43,4,0.136,all_activity
clip43-16,43,4,0.398,all_activity
clip43-17,43,4,0.036,all_activity
clip43-18,43,4,0.036,all_activity
clip43-19,43,4,0.136,all_activity
clip43-20,43,4,0.126,all_activity
clip43-21,43,4,0.136,all_activity
clip43-22,43,4,0.036,all_activity
clip43-1,43,5,0.264,all_activity
clip43-2,43,5,0.175,all_activity
clip43-3,43,5,0.264,all_activity
clip43-4,43,5,0.175,all_activity
clip43-5,43,5,0.036,all_activity
clip43-6,43,5,0.036,all_activity
clip43-7,43,5,0.075,all_activity
clip43-8,43,5,0.136,all_activity
clip43-9,43,5,0.036,all_activity
clip43-10,43,5,0.036,all_activity
clip43-11,43,5,0.136,all_activity
clip43-12,43,5,0.136,all_activity
clip43-13,43,5,0.036,all_activity
clip43-14,43,5,0.136,all_activity
clip43-15,43,5,0.175,all_activity
clip43-16,43,5,0.175,all_activity
clip43-17,43,5,0.175,all_activity
clip43-18,43,5,0.075,all_activity
clip43-19,43,5,0.305,all_activity
clip43-20,43,5,0.175,all_activity
clip43-21,43,5,0.036,all_activity
clip43-22,43,5,0.175,all_activity
clip44-1,44,0,0.431,all_activity
clip44-2,44,0,0.545,all_activity
clip44-3,44,0,0.439,all_activity
clip44-4,44,0,0.399,all_activity
clip44-5,44,0,0.311,all_activity
clip44-6,44,0,0.338,all_activity
clip44-7,44,0,0.457,all_activity
clip44-8,44,0,0.294,all_activity
clip44-9,44,0,0.348,all_activity
clip44-10,44,0,0.411,all_activity
clip44-11,44,0,0.47,all_activity
clip44-12,44,0,0.036,all_activity
clip44-13,44,0,0.469,all_activity
clip44-1,44,1,0.214,all_activity
clip44-2,44,1,0.136,all_activity
clip44-3,44,1,0.136,all_activity
clip44-4,44,1,0.136,all_activity
clip44-5,44,1,0.136,all_activity
clip44-6,44,1,0.214,all_activity
clip44-7,44,1,0.136,all_activity
clip44-9,44,1,0.214,all_activity
clip44-10,44,1,0.214,all_activity
clip44-11,44,1,0.225,all_activity
clip44-12,44,1,0.036,all_activity
clip44-13,44,1,0.036,all_activity
clip44-12,44,2,0.136,all_activity
clip44-13,44,2,0.136,all_activity
clip44-1,44,5,0.175,all_activity
clip44-2,44,5,0.136,all_activity
clip44-3,44,5,0.225,all_activity
clip44-4,44,5,0.136,all_activity
clip44-5,44,5,0.136,all_activity
clip44-6,44,5,0.136,all_activity
clip44-7,44,5,0.214,all_activity
clip44-8,44,5,0.136,all_activity
clip44-9,44,5,0.175,all_activity
clip44-10,44,5,0.175,all_activity
clip44-11,44,5,0.136,all_activity
clip44-12,44,5,0.136,all_activity
clip44-13,44,5,0.136,all_activity
